two_theta,intensity,sample
49,2241.21,lead_iv_oxide
49.05,5202.95,lead_iv_oxide
49.1,9182.58,lead_iv_oxide
49.15,5943.55,lead_iv_oxide
49.2,2396.01,lead_iv_oxide
49.25,1519.95,lead_iv_oxide
49.3,546.48,lead_iv_oxide
49.35,226.01,lead_iv_oxide
49.4,142.21,lead_iv_oxide
49.45,291.15,lead_iv_oxide
49.5,242.47,lead_iv_oxide
49.55,153.57,lead_iv_oxide
49.6,60.88,lead_iv_oxide
49.65,87.41,lead_iv_oxide
49.7,81.36,lead_iv_oxide
49.75,91.95,lead_iv_oxide
49.8,69.82,lead_iv_oxide
49.85,64.51,lead_iv_oxide
49.9,53.75,lead_iv_oxide
49.95,46.99,lead_iv_oxide
50,49.92,lead_iv_oxide
50.05,32.81,lead_iv_oxide
50.1,47.42,lead_iv_oxide
50.15,41.91,lead_iv_oxide
50.2,41.64,lead_iv_oxide
50.25,26.88,lead_iv_oxide
50.3,33.77,lead_iv_oxide
50.35,30.74,lead_iv_oxide
50.4,38.37,lead_iv_oxide
50.45,26.63,lead_iv_oxide
50.5,27.2,lead_iv_oxide
50.55,34.82,lead_iv_oxide
50.6,27.74,lead_iv_oxide
50.65,37.12,lead_iv_oxide
50.7,20.8,lead_iv_oxide
50.75,34.54,lead_iv_oxide
50.8,22.22,lead_iv_oxide
50.85,25.48,lead_iv_oxide
50.9,21.83,lead_iv_oxide
50.95,32.61,lead_iv_oxide
51,22.09,lead_iv_oxide
51.05,29.53,lead_iv_oxide
51.1,24.46,lead_iv_oxide
51.15,26.99,lead_iv_oxide
51.2,23.15,lead_iv_oxide
51.25,15.57,lead_iv_oxide
51.3,24.28,lead_iv_oxide
51.35,31.93,lead_iv_oxide
51.4,34.31,lead_iv_oxide
51.45,26.87,lead_iv_oxide
51.5,32.65,lead_iv_oxide
51.55,22.93,lead_iv_oxide
51.6,38.82,lead_iv_oxide
51.65,39.14,lead_iv_oxide
51.7,27.4,lead_iv_oxide
51.75,35.31,lead_iv_oxide
51.8,48.94,lead_iv_oxide
51.85,87.27,lead_iv_oxide
51.9,105.24,lead_iv_oxide
51.95,95.46,lead_iv_oxide
52,145.04,lead_iv_oxide
52.05,313.41,lead_iv_oxide
52.1,724.3,lead_iv_oxide
52.15,1670.61,lead_iv_oxide
52.2,1943.44,lead_iv_oxide
52.25,740.82,lead_iv_oxide
52.3,389.61,lead_iv_oxide
52.35,198.63,lead_iv_oxide
52.4,129.74,lead_iv_oxide
52.45,41.34,lead_iv_oxide
52.5,53.11,lead_iv_oxide
52.55,40.06,lead_iv_oxide
52.6,56.57,lead_iv_oxide
52.65,64.35,lead_iv_oxide
52.7,34.73,lead_iv_oxide
52.75,27,lead_iv_oxide
52.8,13.25,lead_iv_oxide
52.85,24.43,lead_iv_oxide
52.9,46.2,lead_iv_oxide
52.95,35.71,lead_iv_oxide
53,13.62,lead_iv_oxide
53.05,21.58,lead_iv_oxide
53.1,16.38,lead_iv_oxide
53.15,18.92,lead_iv_oxide
53.2,30.07,lead_iv_oxide
53.25,30.03,lead_iv_oxide
53.3,28.82,lead_iv_oxide
53.35,11.02,lead_iv_oxide
53.4,21.15,lead_iv_oxide
53.45,18.38,lead_iv_oxide
53.5,26.19,lead_iv_oxide
53.55,36.01,lead_iv_oxide
53.6,27.52,lead_iv_oxide
53.65,27.2,lead_iv_oxide
53.7,29.6,lead_iv_oxide
53.75,32.4,lead_iv_oxide
53.8,43.34,lead_iv_oxide
53.85,45.03,lead_iv_oxide
53.9,59.89,lead_iv_oxide
53.95,79.82,lead_iv_oxide
54,119.9,lead_iv_oxide
54.05,308.62,lead_iv_oxide
54.1,779.51,lead_iv_oxide
54.15,1332.27,lead_iv_oxide
54.2,582.04,lead_iv_oxide
54.25,270.05,lead_iv_oxide
54.3,99.76,lead_iv_oxide
54.35,63.03,lead_iv_oxide
54.4,42,lead_iv_oxide
54.45,44.81,lead_iv_oxide
54.5,45.72,lead_iv_oxide
54.55,48.41,lead_iv_oxide
54.6,17.14,lead_iv_oxide
54.65,20.53,lead_iv_oxide
54.7,24.15,lead_iv_oxide
54.75,29.51,lead_iv_oxide
54.8,26.9,lead_iv_oxide
54.85,26.88,lead_iv_oxide
54.9,33.49,lead_iv_oxide
54.95,16.69,lead_iv_oxide
55,22.36,lead_iv_oxide
55.05,17.1,lead_iv_oxide
55.1,23.71,lead_iv_oxide
55.15,24.41,lead_iv_oxide
55.2,34.55,lead_iv_oxide
55.25,22.42,lead_iv_oxide
55.3,11.58,lead_iv_oxide
55.35,24.26,lead_iv_oxide
55.4,16.41,lead_iv_oxide
55.45,18.21,lead_iv_oxide
55.5,21.55,lead_iv_oxide
55.55,28.12,lead_iv_oxide
55.6,19.22,lead_iv_oxide
55.65,19.35,lead_iv_oxide
55.7,22.44,lead_iv_oxide
55.75,22.67,lead_iv_oxide
55.8,22.62,lead_iv_oxide
55.85,14.11,lead_iv_oxide
55.9,12.96,lead_iv_oxide
55.95,25.21,lead_iv_oxide
56,18.41,lead_iv_oxide
56.05,21.79,lead_iv_oxide
56.1,27.95,lead_iv_oxide
56.15,15.03,lead_iv_oxide
56.2,15.34,lead_iv_oxide
56.25,20.5,lead_iv_oxide
56.3,16.78,lead_iv_oxide
56.35,17.76,lead_iv_oxide
56.4,16.27,lead_iv_oxide
56.45,16.98,lead_iv_oxide
56.5,11.61,lead_iv_oxide
56.55,14.31,lead_iv_oxide
56.6,14.07,lead_iv_oxide
56.65,29.65,lead_iv_oxide
56.7,27.47,lead_iv_oxide
56.75,23.29,lead_iv_oxide
56.8,10.72,lead_iv_oxide
56.85,11.39,lead_iv_oxide
56.9,14.65,lead_iv_oxide
56.95,28.88,lead_iv_oxide
57,18.93,lead_iv_oxide
57.05,24.16,lead_iv_oxide
57.1,6.28,lead_iv_oxide
57.15,17.5,lead_iv_oxide
57.2,19.54,lead_iv_oxide
57.25,18.84,lead_iv_oxide
57.3,20.14,lead_iv_oxide
57.35,17.7,lead_iv_oxide
57.4,21.94,lead_iv_oxide
57.45,17.37,lead_iv_oxide
57.5,11.45,lead_iv_oxide
57.55,22.57,lead_iv_oxide
57.6,21.58,lead_iv_oxide
57.65,27.55,lead_iv_oxide
57.7,27.58,lead_iv_oxide
57.75,15.45,lead_iv_oxide
57.8,8.67,lead_iv_oxide
57.85,10.39,lead_iv_oxide
57.9,24.13,lead_iv_oxide
57.95,37,lead_iv_oxide
58,25.54,lead_iv_oxide
58.05,19.96,lead_iv_oxide
58.1,22.14,lead_iv_oxide
58.15,25.72,lead_iv_oxide
58.2,24.03,lead_iv_oxide
58.25,31.37,lead_iv_oxide
58.3,25.56,lead_iv_oxide
58.35,35.11,lead_iv_oxide
58.4,45.83,lead_iv_oxide
58.45,59,lead_iv_oxide
58.5,55.03,lead_iv_oxide
58.55,63.43,lead_iv_oxide
58.6,101.63,lead_iv_oxide
58.65,150.43,lead_iv_oxide
58.7,234.94,lead_iv_oxide
58.75,374.05,lead_iv_oxide
58.8,576.04,lead_iv_oxide
58.85,1089.18,lead_iv_oxide
58.9,1675.07,lead_iv_oxide
58.95,1276.58,lead_iv_oxide
59,707.05,lead_iv_oxide
59.05,462.06,lead_iv_oxide
59.1,275.25,lead_iv_oxide
59.15,177.12,lead_iv_oxide
59.2,50.72,lead_iv_oxide
59.25,61.31,lead_iv_oxide
59.3,48.03,lead_iv_oxide
59.35,91.18,lead_iv_oxide
59.4,60.5,lead_iv_oxide
59.45,73.07,lead_iv_oxide
59.5,46.14,lead_iv_oxide
59.55,28.51,lead_iv_oxide
59.6,19.54,lead_iv_oxide
59.65,33.45,lead_iv_oxide
59.7,26.84,lead_iv_oxide
59.75,43.57,lead_iv_oxide
59.8,45.85,lead_iv_oxide
59.85,33.95,lead_iv_oxide
59.9,21.86,lead_iv_oxide
59.95,26.9,lead_iv_oxide
60,32.48,lead_iv_oxide
60.05,39.86,lead_iv_oxide
60.1,45.34,lead_iv_oxide
60.15,49.46,lead_iv_oxide
60.2,29.78,lead_iv_oxide
60.25,17.63,lead_iv_oxide
60.3,47.26,lead_iv_oxide
60.35,69.48,lead_iv_oxide
60.4,101.95,lead_iv_oxide
60.45,108.02,lead_iv_oxide
60.5,123.2,lead_iv_oxide
60.55,209.44,lead_iv_oxide
60.6,409.43,lead_iv_oxide
60.65,967.66,lead_iv_oxide
60.7,2204.3,lead_iv_oxide
60.75,2199.37,lead_iv_oxide
60.8,841.56,lead_iv_oxide
60.85,294.26,lead_iv_oxide
60.9,348.96,lead_iv_oxide
60.95,205.19,lead_iv_oxide
61,103.62,lead_iv_oxide
61.05,46.29,lead_iv_oxide
61.1,1.57,lead_iv_oxide
61.15,42.23,lead_iv_oxide
61.2,50.88,lead_iv_oxide
61.25,83.66,lead_iv_oxide
61.3,50.44,lead_iv_oxide
61.35,34.43,lead_iv_oxide
61.4,12.2,lead_iv_oxide
61.45,26.38,lead_iv_oxide
61.5,28.87,lead_iv_oxide
61.55,38.55,lead_iv_oxide
61.6,51.53,lead_iv_oxide
61.65,43.11,lead_iv_oxide
61.7,20.28,lead_iv_oxide
61.75,33.01,lead_iv_oxide
61.8,8.51,lead_iv_oxide
61.85,49.9,lead_iv_oxide
61.9,35.88,lead_iv_oxide
61.95,44.76,lead_iv_oxide
62,30.51,lead_iv_oxide
62.05,67.17,lead_iv_oxide
62.1,73.96,lead_iv_oxide
62.15,102.94,lead_iv_oxide
62.2,104.66,lead_iv_oxide
62.25,141.05,lead_iv_oxide
62.3,261.19,lead_iv_oxide
62.35,329.7,lead_iv_oxide
62.4,548.56,lead_iv_oxide
62.45,848.34,lead_iv_oxide
62.5,1493.14,lead_iv_oxide
62.55,1572.1,lead_iv_oxide
62.6,1051.62,lead_iv_oxide
62.65,571.27,lead_iv_oxide
62.7,477.51,lead_iv_oxide
62.75,255.09,lead_iv_oxide
62.8,132.46,lead_iv_oxide
62.85,88.14,lead_iv_oxide
62.9,62.12,lead_iv_oxide
62.95,55.65,lead_iv_oxide
63,56.97,lead_iv_oxide
63.05,56.96,lead_iv_oxide
63.1,53.91,lead_iv_oxide
63.15,29.03,lead_iv_oxide
63.2,24.72,lead_iv_oxide
63.25,21.61,lead_iv_oxide
63.3,39.59,lead_iv_oxide
63.35,36.82,lead_iv_oxide
63.4,45.75,lead_iv_oxide
63.45,27.37,lead_iv_oxide
63.5,29.74,lead_iv_oxide
63.55,22.91,lead_iv_oxide
63.6,22.83,lead_iv_oxide
63.65,25.79,lead_iv_oxide
63.7,23.08,lead_iv_oxide
63.75,16.84,lead_iv_oxide
63.8,18.05,lead_iv_oxide
63.85,18.03,lead_iv_oxide
63.9,28.41,lead_iv_oxide
63.95,30.72,lead_iv_oxide
64,20.41,lead_iv_oxide
64.05,13.67,lead_iv_oxide
64.1,8.29,lead_iv_oxide
64.15,19.35,lead_iv_oxide
64.2,13.89,lead_iv_oxide
64.25,24.11,lead_iv_oxide
64.3,10.77,lead_iv_oxide
64.35,17.09,lead_iv_oxide
64.4,6.04,lead_iv_oxide
64.45,12.51,lead_iv_oxide
64.5,4.71,lead_iv_oxide
64.55,4.63,lead_iv_oxide
64.6,23.2,lead_iv_oxide
64.65,17.24,lead_iv_oxide
64.7,25.51,lead_iv_oxide
64.75,15.1,lead_iv_oxide
64.8,11.08,lead_iv_oxide
64.85,3.89,lead_iv_oxide
64.9,15.86,lead_iv_oxide
64.95,17.9,lead_iv_oxide
65,14.76,lead_iv_oxide
65.05,21.2,lead_iv_oxide
65.1,23.1,lead_iv_oxide
65.15,13.19,lead_iv_oxide
65.2,16.72,lead_iv_oxide
65.25,5.31,lead_iv_oxide
65.3,19.89,lead_iv_oxide
65.35,12.22,lead_iv_oxide
65.4,15.57,lead_iv_oxide
65.45,15.07,lead_iv_oxide
65.5,15.05,lead_iv_oxide
65.55,24.8,lead_iv_oxide
65.6,15.83,lead_iv_oxide
65.65,35.99,lead_iv_oxide
65.7,21.01,lead_iv_oxide
65.75,19.63,lead_iv_oxide
65.8,16.54,lead_iv_oxide
65.85,19.84,lead_iv_oxide
65.9,13.1,lead_iv_oxide
65.95,22.16,lead_iv_oxide
66,16.57,lead_iv_oxide
66.05,22.74,lead_iv_oxide
66.1,23.32,lead_iv_oxide
66.15,10.27,lead_iv_oxide
66.2,23.04,lead_iv_oxide
66.25,19.8,lead_iv_oxide
66.3,18.98,lead_iv_oxide
66.35,15.24,lead_iv_oxide
66.4,28.32,lead_iv_oxide
66.45,36.62,lead_iv_oxide
66.5,38.56,lead_iv_oxide
66.55,58.63,lead_iv_oxide
66.6,56.52,lead_iv_oxide
66.65,88.2,lead_iv_oxide
66.7,104.14,lead_iv_oxide
66.75,189.16,lead_iv_oxide
66.8,381.75,lead_iv_oxide
66.85,847.47,lead_iv_oxide
66.9,1295.99,lead_iv_oxide
66.95,799.1,lead_iv_oxide
67,366.45,lead_iv_oxide
67.05,125.34,lead_iv_oxide
67.1,118.66,lead_iv_oxide
67.15,66.28,lead_iv_oxide
67.2,63.02,lead_iv_oxide
67.25,64.36,lead_iv_oxide
67.3,35.51,lead_iv_oxide
67.35,46.23,lead_iv_oxide
67.4,18.31,lead_iv_oxide
67.45,20.8,lead_iv_oxide
67.5,26.65,lead_iv_oxide
67.55,27.2,lead_iv_oxide
67.6,24.93,lead_iv_oxide
67.65,25.17,lead_iv_oxide
67.7,8.76,lead_iv_oxide
67.75,22.83,lead_iv_oxide
67.8,9.72,lead_iv_oxide
67.85,16.65,lead_iv_oxide
67.9,10.62,lead_iv_oxide
67.95,12.44,lead_iv_oxide
68,38.01,lead_iv_oxide
68.05,19.85,lead_iv_oxide
68.1,19.14,lead_iv_oxide
68.15,28.5,lead_iv_oxide
68.2,14.81,lead_iv_oxide
68.25,9.53,lead_iv_oxide
68.3,9.82,lead_iv_oxide
68.35,1.29,lead_iv_oxide
68.4,21.67,lead_iv_oxide
68.45,14.9,lead_iv_oxide
68.5,17.64,lead_iv_oxide
68.55,18.28,lead_iv_oxide
68.6,11.18,lead_iv_oxide
68.65,15.8,lead_iv_oxide
68.7,22.57,lead_iv_oxide
68.75,4.95,lead_iv_oxide
68.8,16.6,lead_iv_oxide
68.85,19.01,lead_iv_oxide
68.9,1.6,lead_iv_oxide
68.95,14.26,lead_iv_oxide
69,12.03,lead_iv_oxide
69.05,16.38,lead_iv_oxide
69.1,15.99,lead_iv_oxide
69.15,14.68,lead_iv_oxide
69.2,11.24,lead_iv_oxide
69.25,10.36,lead_iv_oxide
69.3,19.59,lead_iv_oxide
69.35,12.44,lead_iv_oxide
69.4,16.06,lead_iv_oxide
69.45,12.82,lead_iv_oxide
69.5,10.18,lead_iv_oxide
69.55,17.06,lead_iv_oxide
69.6,18.72,lead_iv_oxide
69.65,14.33,lead_iv_oxide
69.7,28.11,lead_iv_oxide
69.75,-0.09,lead_iv_oxide
69.8,21.34,lead_iv_oxide
69.85,28.5,lead_iv_oxide
69.9,27.89,lead_iv_oxide
69.95,36.44,lead_iv_oxide
70,9.56,lead_iv_oxide
70.05,17.98,lead_iv_oxide
70.1,22.71,lead_iv_oxide
70.15,10.13,lead_iv_oxide
70.2,15.09,lead_iv_oxide
70.25,12.35,lead_iv_oxide
70.3,4.59,lead_iv_oxide
70.35,11.18,lead_iv_oxide
70.4,7.19,lead_iv_oxide
70.45,8.72,lead_iv_oxide
70.5,23.15,lead_iv_oxide
70.55,26.33,lead_iv_oxide
70.6,20.05,lead_iv_oxide
70.65,12.88,lead_iv_oxide
70.7,12.87,lead_iv_oxide
70.75,11.27,lead_iv_oxide
70.8,8.44,lead_iv_oxide
70.85,15,lead_iv_oxide
70.9,13.21,lead_iv_oxide
70.95,17.05,lead_iv_oxide
71,11.28,lead_iv_oxide
71.05,13.22,lead_iv_oxide
71.1,12.84,lead_iv_oxide
71.15,9.17,lead_iv_oxide
71.2,13.8,lead_iv_oxide
71.25,12.04,lead_iv_oxide
71.3,13.24,lead_iv_oxide
71.35,26.91,lead_iv_oxide
71.4,8.86,lead_iv_oxide
71.45,17.51,lead_iv_oxide
71.5,9.74,lead_iv_oxide
71.55,9.55,lead_iv_oxide
71.6,12.43,lead_iv_oxide
71.65,13.18,lead_iv_oxide
71.7,19.5,lead_iv_oxide
71.75,12.87,lead_iv_oxide
71.8,6.51,lead_iv_oxide
71.85,9.93,lead_iv_oxide
71.9,20.03,lead_iv_oxide
71.95,13.93,lead_iv_oxide
72,15.17,lead_iv_oxide
72.05,13.76,lead_iv_oxide
72.1,8.97,lead_iv_oxide
72.15,14.24,lead_iv_oxide
72.2,18.02,lead_iv_oxide
72.25,29.66,lead_iv_oxide
72.3,9.89,lead_iv_oxide
72.35,15.71,lead_iv_oxide
72.4,8.54,lead_iv_oxide
72.45,5.15,lead_iv_oxide
72.5,19.41,lead_iv_oxide
72.55,10.09,lead_iv_oxide
72.6,12,lead_iv_oxide
72.65,17.92,lead_iv_oxide
72.7,14.75,lead_iv_oxide
72.75,9.95,lead_iv_oxide
72.8,21.73,lead_iv_oxide
72.85,10.93,lead_iv_oxide
72.9,19.94,lead_iv_oxide
72.95,20.29,lead_iv_oxide
73,16.42,lead_iv_oxide
73.05,12.29,lead_iv_oxide
73.1,21.14,lead_iv_oxide
73.15,21.25,lead_iv_oxide
73.2,19.95,lead_iv_oxide
73.25,18.1,lead_iv_oxide
73.3,14.54,lead_iv_oxide
73.35,8.71,lead_iv_oxide
73.4,14.28,lead_iv_oxide
73.45,29.2,lead_iv_oxide
73.5,31.93,lead_iv_oxide
73.55,23.8,lead_iv_oxide
73.6,17.97,lead_iv_oxide
73.65,23,lead_iv_oxide
73.7,16.31,lead_iv_oxide
73.75,17.48,lead_iv_oxide
73.8,33.81,lead_iv_oxide
73.85,28.33,lead_iv_oxide
73.9,30.58,lead_iv_oxide
73.95,46.84,lead_iv_oxide
74,45.93,lead_iv_oxide
74.05,63.29,lead_iv_oxide
74.1,90.01,lead_iv_oxide
74.15,101.09,lead_iv_oxide
74.2,107.47,lead_iv_oxide
74.25,169.54,lead_iv_oxide
74.3,253.57,lead_iv_oxide
74.35,434.68,lead_iv_oxide
74.4,991.62,lead_iv_oxide
74.45,1609.14,lead_iv_oxide
74.5,1325.74,lead_iv_oxide
74.55,725.18,lead_iv_oxide
74.6,331.42,lead_iv_oxide
74.65,185.89,lead_iv_oxide
74.7,194.06,lead_iv_oxide
74.75,89.12,lead_iv_oxide
74.8,78.07,lead_iv_oxide
74.85,67.17,lead_iv_oxide
74.9,36.09,lead_iv_oxide
74.95,42.31,lead_iv_oxide
75,33.76,lead_iv_oxide
75.05,32.55,lead_iv_oxide
75.1,33.79,lead_iv_oxide
75.15,27.52,lead_iv_oxide
75.2,24.64,lead_iv_oxide
75.25,30.49,lead_iv_oxide
75.3,34.25,lead_iv_oxide
75.35,28.29,lead_iv_oxide
75.4,30.4,lead_iv_oxide
75.45,21.82,lead_iv_oxide
75.5,33.46,lead_iv_oxide
75.55,22.89,lead_iv_oxide
75.6,22.22,lead_iv_oxide
75.65,22.82,lead_iv_oxide
75.7,16.38,lead_iv_oxide
75.75,23.84,lead_iv_oxide
75.8,24.06,lead_iv_oxide
75.85,36.98,lead_iv_oxide
75.9,28.04,lead_iv_oxide
75.95,22.8,lead_iv_oxide
76,22.25,lead_iv_oxide
76.05,20.94,lead_iv_oxide
76.1,21.28,lead_iv_oxide
76.15,22.81,lead_iv_oxide
76.2,24.06,lead_iv_oxide
76.25,18.59,lead_iv_oxide
76.3,15.76,lead_iv_oxide
76.35,27.2,lead_iv_oxide
76.4,16.48,lead_iv_oxide
76.45,24.92,lead_iv_oxide
76.5,29,lead_iv_oxide
76.55,50.08,lead_iv_oxide
76.6,63.83,lead_iv_oxide
76.65,76.66,lead_iv_oxide
76.7,86.51,lead_iv_oxide
76.75,129.23,lead_iv_oxide
76.8,159.26,lead_iv_oxide
76.85,181.25,lead_iv_oxide
76.9,294.32,lead_iv_oxide
76.95,260.51,lead_iv_oxide
77,175.58,lead_iv_oxide
77.05,119,lead_iv_oxide
77.1,116.26,lead_iv_oxide
77.15,101.14,lead_iv_oxide
77.2,65.47,lead_iv_oxide
77.25,60.5,lead_iv_oxide
77.3,59.5,lead_iv_oxide
77.35,13.37,lead_iv_oxide
77.4,36.99,lead_iv_oxide
77.45,17.55,lead_iv_oxide
77.5,21.1,lead_iv_oxide
77.55,18.7,lead_iv_oxide
77.6,31.63,lead_iv_oxide
77.65,33.45,lead_iv_oxide
77.7,35.74,lead_iv_oxide
77.75,17.41,lead_iv_oxide
77.8,20.74,lead_iv_oxide
77.85,23.72,lead_iv_oxide
77.9,18.64,lead_iv_oxide
77.95,35.58,lead_iv_oxide
78,36.92,lead_iv_oxide
78.05,61.24,lead_iv_oxide
78.1,36.63,lead_iv_oxide
78.15,45,lead_iv_oxide
78.2,51.76,lead_iv_oxide
78.25,41.61,lead_iv_oxide
78.3,82.22,lead_iv_oxide
78.35,139.57,lead_iv_oxide
78.4,248.5,lead_iv_oxide
78.45,523.76,lead_iv_oxide
78.5,980.61,lead_iv_oxide
78.55,899.44,lead_iv_oxide
78.6,424.69,lead_iv_oxide
78.65,199.38,lead_iv_oxide
78.7,56.08,lead_iv_oxide
78.75,127.15,lead_iv_oxide
78.8,72.17,lead_iv_oxide
78.85,80.85,lead_iv_oxide
78.9,71.98,lead_iv_oxide
78.95,63.49,lead_iv_oxide
79,23.66,lead_iv_oxide
79.05,37.87,lead_iv_oxide
79.1,18.8,lead_iv_oxide
79.15,20.42,lead_iv_oxide
79.2,9.05,lead_iv_oxide
79.25,33.66,lead_iv_oxide
79.3,31.52,lead_iv_oxide
79.35,27.7,lead_iv_oxide
79.4,27.27,lead_iv_oxide
79.45,19.63,lead_iv_oxide
79.5,31.49,lead_iv_oxide
79.55,20.94,lead_iv_oxide
79.6,29.35,lead_iv_oxide
79.65,25.85,lead_iv_oxide
79.7,29.5,lead_iv_oxide
79.75,26.07,lead_iv_oxide
79.8,27.44,lead_iv_oxide
79.85,21.98,lead_iv_oxide
79.9,15.66,lead_iv_oxide
79.95,23.88,lead_iv_oxide
80,7.92,lead_iv_oxide
80.05,13.28,lead_iv_oxide
80.1,20.3,lead_iv_oxide
80.15,18.41,lead_iv_oxide
80.2,17.73,lead_iv_oxide
80.25,24.99,lead_iv_oxide
80.3,15.91,lead_iv_oxide
80.35,12.48,lead_iv_oxide
80.4,8.31,lead_iv_oxide
80.45,12.55,lead_iv_oxide
80.5,9.98,lead_iv_oxide
80.55,16.01,lead_iv_oxide
80.6,17.92,lead_iv_oxide
80.65,16.02,lead_iv_oxide
80.7,21.66,lead_iv_oxide
80.75,22.92,lead_iv_oxide
80.8,27.25,lead_iv_oxide
80.85,10.71,lead_iv_oxide
80.9,19.78,lead_iv_oxide
80.95,11.35,lead_iv_oxide
81,17.3,lead_iv_oxide
81.05,13.48,lead_iv_oxide
81.1,28.18,lead_iv_oxide
81.15,24.49,lead_iv_oxide
81.2,22.25,lead_iv_oxide
81.25,16.26,lead_iv_oxide
81.3,28.2,lead_iv_oxide
81.35,11.52,lead_iv_oxide
81.4,13.19,lead_iv_oxide
81.45,13.77,lead_iv_oxide
81.5,21.09,lead_iv_oxide
81.55,15.78,lead_iv_oxide
81.6,20.56,lead_iv_oxide
81.65,18.95,lead_iv_oxide
81.7,21.99,lead_iv_oxide
81.75,23.36,lead_iv_oxide
81.8,27.11,lead_iv_oxide
81.85,12.27,lead_iv_oxide
81.9,23.64,lead_iv_oxide
81.95,17.23,lead_iv_oxide
82,21.28,lead_iv_oxide
82.05,25.86,lead_iv_oxide
82.1,30.35,lead_iv_oxide
82.15,22.11,lead_iv_oxide
82.2,45.43,lead_iv_oxide
82.25,31.41,lead_iv_oxide
82.3,41.99,lead_iv_oxide
82.35,48.53,lead_iv_oxide
82.4,98.46,lead_iv_oxide
82.45,146.21,lead_iv_oxide
82.5,347.31,lead_iv_oxide
82.55,462.43,lead_iv_oxide
82.6,306.21,lead_iv_oxide
82.65,135.75,lead_iv_oxide
82.7,92.32,lead_iv_oxide
82.75,50.89,lead_iv_oxide
82.8,41.29,lead_iv_oxide
82.85,37.02,lead_iv_oxide
82.9,44.33,lead_iv_oxide
82.95,29.03,lead_iv_oxide
83,47.45,lead_iv_oxide
83.05,32.03,lead_iv_oxide
83.1,15.89,lead_iv_oxide
83.15,22.27,lead_iv_oxide
83.2,31.42,lead_iv_oxide
83.25,28.85,lead_iv_oxide
83.3,22.18,lead_iv_oxide
83.35,39.89,lead_iv_oxide
83.4,40.02,lead_iv_oxide
83.45,35.63,lead_iv_oxide
83.5,33.79,lead_iv_oxide
83.55,53.47,lead_iv_oxide
83.6,53.36,lead_iv_oxide
83.65,36.86,lead_iv_oxide
83.7,61.95,lead_iv_oxide
83.75,74.42,lead_iv_oxide
83.8,83.34,lead_iv_oxide
83.85,113.06,lead_iv_oxide
83.9,159.06,lead_iv_oxide
83.95,220.84,lead_iv_oxide
84,401.75,lead_iv_oxide
84.05,671.36,lead_iv_oxide
84.1,1143.2,lead_iv_oxide
84.15,1113.39,lead_iv_oxide
84.2,637.98,lead_iv_oxide
84.25,321.56,lead_iv_oxide
84.3,234.48,lead_iv_oxide
84.35,118.96,lead_iv_oxide
84.4,41.44,lead_iv_oxide
84.45,107.73,lead_iv_oxide
84.5,110.8,lead_iv_oxide
84.55,47.75,lead_iv_oxide
84.6,73.41,lead_iv_oxide
84.65,84.66,lead_iv_oxide
84.7,44.29,lead_iv_oxide
84.75,19.24,lead_iv_oxide
84.8,45.66,lead_iv_oxide
84.85,32.74,lead_iv_oxide
84.9,35.36,lead_iv_oxide
84.95,40.6,lead_iv_oxide
85,50.47,lead_iv_oxide
85.05,40.02,lead_iv_oxide
85.1,43.49,lead_iv_oxide
85.15,50.37,lead_iv_oxide
85.2,67.78,lead_iv_oxide
85.25,57.12,lead_iv_oxide
85.3,63.75,lead_iv_oxide
85.35,76.15,lead_iv_oxide
85.4,113.75,lead_iv_oxide
85.45,121.68,lead_iv_oxide
85.5,201.55,lead_iv_oxide
85.55,274.7,lead_iv_oxide
85.6,428.61,lead_iv_oxide
85.65,559.33,lead_iv_oxide
85.7,826.92,lead_iv_oxide
85.75,813.21,lead_iv_oxide
85.8,592.76,lead_iv_oxide
85.85,366,lead_iv_oxide
85.9,223.27,lead_iv_oxide
85.95,146.94,lead_iv_oxide
86,145.07,lead_iv_oxide
86.05,95.65,lead_iv_oxide
86.1,79.9,lead_iv_oxide
86.15,96.63,lead_iv_oxide
86.2,82.25,lead_iv_oxide
86.25,32.65,lead_iv_oxide
86.3,35.67,lead_iv_oxide
86.35,56.42,lead_iv_oxide
86.4,24.91,lead_iv_oxide
86.45,14.28,lead_iv_oxide
86.5,42.65,lead_iv_oxide
86.55,52.47,lead_iv_oxide
86.6,24.04,lead_iv_oxide
86.65,30.09,lead_iv_oxide
86.7,54.8,lead_iv_oxide
86.75,29.67,lead_iv_oxide
86.8,24.63,lead_iv_oxide
86.85,14.73,lead_iv_oxide
86.9,38.97,lead_iv_oxide
86.95,15.9,lead_iv_oxide
87,19.07,lead_iv_oxide
87.05,31.06,lead_iv_oxide
87.1,37.48,lead_iv_oxide
87.15,26.47,lead_iv_oxide
87.2,24.5,lead_iv_oxide
87.25,33.43,lead_iv_oxide
87.3,35.65,lead_iv_oxide
87.35,26.25,lead_iv_oxide
87.4,17.89,lead_iv_oxide
87.45,37.6,lead_iv_oxide
87.5,26.93,lead_iv_oxide
87.55,42.47,lead_iv_oxide
87.6,34.21,lead_iv_oxide
87.65,42.84,lead_iv_oxide
87.7,57.95,lead_iv_oxide
87.75,44.52,lead_iv_oxide
87.8,60.61,lead_iv_oxide
87.85,92.09,lead_iv_oxide
87.9,130.03,lead_iv_oxide
87.95,145.4,lead_iv_oxide
88,216.43,lead_iv_oxide
